gap_id,node_id,gap_start,gap_end,gap_length_hours,start_split,end_split,carry_forward_count,fallback_count,excluded_count
N030_G0005,N030,2026-01-01 02:00:00,2026-01-01 02:00:00,1,train,train,1,0,0
N030_G0006,N030,2026-01-02 19:00:00,2026-01-02 19:00:00,1,train,train,1,0,0
N030_G0007,N030,2026-01-03 16:00:00,2026-01-03 16:00:00,1,train,train,1,0,0
N030_G0008,N030,2026-01-03 18:00:00,2026-01-03 18:00:00,1,train,train,1,0,0
N030_G0009,N030,2026-01-15 13:00:00,2026-01-15 14:00:00,2,train,train,2,0,0
N030_G0010,N030,2026-01-16 17:00:00,2026-01-16 17:00:00,1,train,train,1,0,0
N030_G0011,N030,2026-01-17 08:00:00,2026-01-17 08:00:00,1,train,train,1,0,0
N030_G0012,N030,2026-01-18 11:00:00,2026-01-18 11:00:00,1,train,train,1,0,0
N030_G0013,N030,2026-01-19 21:00:00,2026-01-19 21:00:00,1,train,train,1,0,0
N030_G0014,N030,2026-01-21 02:00:00,2026-01-21 02:00:00,1,train,train,1,0,0
N030_G0015,N030,2026-01-23 19:00:00,2026-01-23 19:00:00,1,train,train,1,0,0
N030_G0016,N030,2026-01-24 16:00:00,2026-01-24 16:00:00,1,train,train,1,0,0
N030_G0017,N030,2026-01-26 14:00:00,2026-01-26 14:00:00,1,train,train,1,0,0
N030_G0018,N030,2026-01-29 23:00:00,2026-01-29 23:00:00,1,train,train,1,0,0
N030_G0019,N030,2026-02-03 23:00:00,2026-02-03 23:00:00,1,train,train,1,0,0
N030_G0020,N030,2026-02-10 19:00:00,2026-02-10 22:00:00,4,validation,validation,4,0,0
N030_G0021,N030,2026-02-11 19:00:00,2026-02-11 22:00:00,4,validation,validation,4,0,0
N030_G0022,N030,2026-02-12 21:00:00,2026-02-12 23:00:00,3,validation,validation,3,0,0
N030_G0023,N030,2026-02-13 08:00:00,2026-02-13 08:00:00,1,validation,validation,1,0,0
N030_G0024,N030,2026-02-17 00:00:00,2026-02-17 23:00:00,24,test,test,24,0,0
N030_G0025,N030,2026-02-24 23:00:00,2026-02-24 23:00:00,1,test,test,1,0,0
N031_G0001,N031,2025-12-09 01:00:00,2025-12-09 09:00:00,9,train,train,9,0,0
N031_G0002,N031,2025-12-10 02:00:00,2025-12-10 06:00:00,5,train,train,5,0,0
N031_G0003,N031,2025-12-11 08:00:00,2025-12-11 09:00:00,2,train,train,2,0,0
N031_G0004,N031,2025-12-31 21:00:00,2025-12-31 21:00:00,1,train,train,1,0,0
N031_G0005,N031,2026-01-01 10:00:00,2026-01-01 10:00:00,1,train,train,1,0,0
N031_G0006,N031,2026-01-01 13:00:00,2026-01-01 13:00:00,1,train,train,1,0,0
N031_G0007,N031,2026-01-02 02:00:00,2026-01-02 02:00:00,1,train,train,1,0,0
N031_G0008,N031,2026-01-11 09:00:00,2026-01-11 09:00:00,1,train,train,1,0,0
N031_G0009,N031,2026-01-14 13:00:00,2026-01-14 13:00:00,1,train,train,1,0,0
N031_G0010,N031,2026-01-14 22:00:00,2026-01-14 22:00:00,1,train,train,1,0,0
N031_G0011,N031,2026-01-15 17:00:00,2026-01-15 17:00:00,1,train,train,1,0,0
N031_G0012,N031,2026-01-16 06:00:00,2026-01-16 06:00:00,1,train,train,1,0,0
N031_G0013,N031,2026-01-17 19:00:00,2026-01-17 20:00:00,2,train,train,2,0,0
N031_G0014,N031,2026-01-22 12:00:00,2026-01-22 12:00:00,1,train,train,1,0,0
N031_G0015,N031,2026-01-22 16:00:00,2026-01-22 17:00:00,2,train,train,2,0,0
N031_G0016,N031,2026-01-22 23:00:00,2026-01-22 23:00:00,1,train,train,1,0,0
N031_G0017,N031,2026-01-25 09:00:00,2026-01-25 09:00:00,1,train,train,1,0,0
N031_G0018,N031,2026-01-25 22:00:00,2026-01-25 22:00:00,1,train,train,1,0,0
N031_G0019,N031,2026-01-27 05:00:00,2026-01-27 05:00:00,1,train,train,1,0,0
N031_G0020,N031,2026-02-01 22:00:00,2026-02-01 22:00:00,1,train,train,1,0,0
N031_G0021,N031,2026-02-05 04:00:00,2026-02-05 04:00:00,1,validation,validation,1,0,0
N031_G0022,N031,2026-02-05 08:00:00,2026-02-05 08:00:00,1,validation,validation,1,0,0
N031_G0023,N031,2026-02-10 19:00:00,2026-02-10 22:00:00,4,validation,validation,4,0,0
N031_G0024,N031,2026-02-11 19:00:00,2026-02-11 22:00:00,4,validation,validation,4,0,0
N031_G0025,N031,2026-02-12 21:00:00,2026-02-12 23:00:00,3,validation,validation,3,0,0
N031_G0026,N031,2026-02-13 19:00:00,2026-02-13 20:00:00,2,validation,validation,2,0,0
N031_G0027,N031,2026-02-17 00:00:00,2026-02-17 23:00:00,24,test,test,24,0,0
N031_G0028,N031,2026-02-18 09:00:00,2026-02-18 09:00:00,1,test,test,1,0,0
N031_G0029,N031,2026-02-18 22:00:00,2026-02-18 22:00:00,1,test,test,1,0,0
N031_G0030,N031,2026-02-20 05:00:00,2026-02-20 05:00:00,1,test,test,1,0,0
N031_G0031,N031,2026-02-22 09:00:00,2026-02-22 09:00:00,1,test,test,1,0,0
N031_G0032,N031,2026-02-22 22:00:00,2026-02-22 22:00:00,1,test,test,1,0,0
N032_G0001,N032,2025-12-09 01:00:00,2025-12-09 09:00:00,9,train,train,9,0,0
N032_G0002,N032,2025-12-10 02:00:00,2025-12-10 06:00:00,5,train,train,5,0,0
N032_G0003,N032,2025-12-11 08:00:00,2025-12-11 09:00:00,2,train,train,2,0,0
N032_G0004,N032,2026-01-02 13:00:00,2026-01-02 13:00:00,1,train,train,1,0,0
N032_G0005,N032,2026-01-14 07:00:00,2026-01-14 07:00:00,1,train,train,1,0,0
N032_G0006,N032,2026-01-17 13:00:00,2026-01-17 13:00:00,1,train,train,1,0,0
N032_G0007,N032,2026-01-19 07:00:00,2026-01-19 07:00:00,1,train,train,1,0,0
N032_G0008,N032,2026-01-20 15:00:00,2026-01-20 15:00:00,1,train,train,1,0,0
N032_G0009,N032,2026-01-23 15:00:00,2026-01-23 15:00:00,1,train,train,1,0,0
N032_G0010,N032,2026-01-24 18:00:00,2026-01-24 18:00:00,1,train,train,1,0,0
N032_G0011,N032,2026-01-25 03:00:00,2026-01-25 03:00:00,1,train,train,1,0,0
N032_G0012,N032,2026-02-01 09:00:00,2026-02-01 09:00:00,1,train,train,1,0,0
N032_G0013,N032,2026-02-02 02:00:00,2026-02-02 02:00:00,1,train,train,1,0,0
N032_G0014,N032,2026-02-10 19:00:00,2026-02-10 22:00:00,4,validation,validation,4,0,0
N032_G0015,N032,2026-02-11 14:00:00,2026-02-11 14:00:00,1,validation,validation,1,0,0
N032_G0016,N032,2026-02-11 18:00:00,2026-02-11 22:00:00,5,validation,validation,5,0,0
N032_G0017,N032,2026-02-12 21:00:00,2026-02-12 23:00:00,3,validation,validation,3,0,0
N032_G0018,N032,2026-02-13 13:00:00,2026-02-13 13:00:00,1,validation,validation,1,0,0
N032_G0019,N032,2026-02-17 00:00:00,2026-02-17 23:00:00,24,test,test,24,0,0
N032_G0020,N032,2026-02-18 03:00:00,2026-02-18 03:00:00,1,test,test,1,0,0
N032_G0021,N032,2026-02-19 15:00:00,2026-02-19 15:00:00,1,test,test,1,0,0
N032_G0022,N032,2026-02-22 03:00:00,2026-02-22 03:00:00,1,test,test,1,0,0
N032_G0023,N032,2026-02-23 02:00:00,2026-02-23 02:00:00,1,test,test,1,0,0
N033_G0001,N033,2025-12-09 01:00:00,2025-12-09 09:00:00,9,train,train,9,0,0
N033_G0002,N033,2025-12-10 02:00:00,2025-12-10 06:00:00,5,train,train,5,0,0
N033_G0003,N033,2025-12-11 01:00:00,2025-12-11 01:00:00,1,train,train,1,0,0
N033_G0004,N033,2025-12-11 08:00:00,2025-12-11 09:00:00,2,train,train,2,0,0
N033_G0005,N033,2025-12-31 22:00:00,2025-12-31 22:00:00,1,train,train,1,0,0
N033_G0006,N033,2026-01-03 03:00:00,2026-01-03 03:00:00,1,train,train,1,0,0
N033_G0007,N033,2026-01-03 08:00:00,2026-01-03 08:00:00,1,train,train,1,0,0
N033_G0008,N033,2026-01-13 13:00:00,2026-01-13 13:00:00,1,train,train,1,0,0
N033_G0009,N033,2026-01-15 23:00:00,2026-01-15 23:00:00,1,train,train,1,0,0
N033_G0010,N033,2026-01-17 03:00:00,2026-01-17 03:00:00,1,train,train,1,0,0
N033_G0011,N033,2026-01-17 19:00:00,2026-01-17 19:00:00,1,train,train,1,0,0
N033_G0012,N033,2026-01-18 23:00:00,2026-01-18 23:00:00,1,train,train,1,0,0
N033_G0013,N033,2026-01-21 07:00:00,2026-01-21 07:00:00,1,train,train,1,0,0
N033_G0014,N033,2026-01-21 15:00:00,2026-01-21 15:00:00,1,train,train,1,0,0
N033_G0015,N033,2026-01-23 09:00:00,2026-01-23 09:00:00,1,train,train,1,0,0
N033_G0016,N033,2026-01-24 05:00:00,2026-01-24 05:00:00,1,train,train,1,0,0
N033_G0017,N033,2026-01-24 12:00:00,2026-01-24 12:00:00,1,train,train,1,0,0
N033_G0018,N033,2026-01-24 15:00:00,2026-01-24 15:00:00,1,train,train,1,0,0
N033_G0019,N033,2026-01-24 22:00:00,2026-01-24 22:00:00,1,train,train,1,0,0
N033_G0020,N033,2026-01-27 21:00:00,2026-01-27 21:00:00,1,train,train,1,0,0
N033_G0021,N033,2026-01-27 23:00:00,2026-01-27 23:00:00,1,train,train,1,0,0
N033_G0022,N033,2026-02-05 15:00:00,2026-02-05 15:00:00,1,validation,validation,1,0,0
N033_G0023,N033,2026-02-07 00:00:00,2026-02-07 00:00:00,1,validation,validation,1,0,0
N033_G0024,N033,2026-02-07 10:00:00,2026-02-07 10:00:00,1,validation,validation,1,0,0
N033_G0025,N033,2026-02-10 19:00:00,2026-02-10 22:00:00,4,validation,validation,4,0,0
N033_G0026,N033,2026-02-11 16:00:00,2026-02-11 16:00:00,1,validation,validation,1,0,0
N033_G0027,N033,2026-02-11 19:00:00,2026-02-11 22:00:00,4,validation,validation,4,0,0
N033_G0028,N033,2026-02-12 21:00:00,2026-02-12 23:00:00,3,validation,validation,3,0,0
N033_G0029,N033,2026-02-13 03:00:00,2026-02-13 03:00:00,1,validation,validation,1,0,0
N033_G0030,N033,2026-02-13 19:00:00,2026-02-13 19:00:00,1,validation,validation,1,0,0
N033_G0031,N033,2026-02-17 00:00:00,2026-02-17 23:00:00,24,test,test,24,0,0
N033_G0032,N033,2026-02-20 21:00:00,2026-02-20 21:00:00,1,test,test,1,0,0
N033_G0033,N033,2026-02-20 23:00:00,2026-02-20 23:00:00,1,test,test,1,0,0
N034_G0001,N034,2025-12-09 00:00:00,2025-12-09 09:00:00,10,train,train,10,0,0
N034_G0002,N034,2025-12-10 02:00:00,2025-12-10 06:00:00,5,train,train,5,0,0
N034_G0003,N034,2025-12-11 08:00:00,2025-12-11 09:00:00,2,train,train,2,0,0
N034_G0004,N034,2026-01-03 20:00:00,2026-01-03 20:00:00,1,train,train,1,0,0
N034_G0005,N034,2026-01-05 21:00:00,2026-01-05 21:00:00,1,train,train,1,0,0
N034_G0006,N034,2026-01-06 00:00:00,2026-01-06 00:00:00,1,train,train,1,0,0
N034_G0007,N034,2026-01-07 19:00:00,2026-01-07 19:00:00,1,train,train,1,0,0
N034_G0008,N034,2026-01-16 15:00:00,2026-01-16 15:00:00,1,train,train,1,0,0
N034_G0009,N034,2026-01-17 03:00:00,2026-01-17 03:00:00,1,train,train,1,0,0
N034_G0010,N034,2026-01-17 06:00:00,2026-01-17 06:00:00,1,train,train,1,0,0
N034_G0011,N034,2026-01-17 16:00:00,2026-01-17 16:00:00,1,train,train,1,0,0
N034_G0012,N034,2026-01-18 04:00:00,2026-01-18 04:00:00,1,train,train,1,0,0
N034_G0013,N034,2026-01-18 17:00:00,2026-01-18 17:00:00,1,train,train,1,0,0
N034_G0014,N034,2026-01-20 23:00:00,2026-01-20 23:00:00,1,train,train,1,0,0
N034_G0015,N034,2026-01-21 12:00:00,2026-01-21 12:00:00,1,train,train,1,0,0
N034_G0016,N034,2026-01-22 10:00:00,2026-01-22 10:00:00,1,train,train,1,0,0
N034_G0017,N034,2026-01-23 15:00:00,2026-01-23 15:00:00,1,train,train,1,0,0
N034_G0018,N034,2026-01-23 18:00:00,2026-01-23 18:00:00,1,train,train,1,0,0
N034_G0019,N034,2026-01-25 08:00:00,2026-01-25 08:00:00,1,train,train,1,0,0
N034_G0020,N034,2026-01-25 15:00:00,2026-01-25 15:00:00,1,train,train,1,0,0
N034_G0021,N034,2026-01-25 21:00:00,2026-01-25 21:00:00,1,train,train,1,0,0
N034_G0022,N034,2026-01-26 15:00:00,2026-01-26 15:00:00,1,train,train,1,0,0
N034_G0023,N034,2026-01-28 18:00:00,2026-01-28 18:00:00,1,train,train,1,0,0
N034_G0024,N034,2026-01-29 06:00:00,2026-01-29 06:00:00,1,train,train,1,0,0
N034_G0025,N034,2026-02-05 18:00:00,2026-02-05 18:00:00,1,validation,validation,1,0,0
N034_G0026,N034,2026-02-07 14:00:00,2026-02-07 14:00:00,1,validation,validation,1,0,0
N034_G0027,N034,2026-02-10 19:00:00,2026-02-10 22:00:00,4,validation,validation,4,0,0
N034_G0028,N034,2026-02-11 07:00:00,2026-02-11 07:00:00,1,validation,validation,1,0,0
N034_G0029,N034,2026-02-11 19:00:00,2026-02-11 22:00:00,4,validation,validation,4,0,0
N034_G0030,N034,2026-02-12 01:00:00,2026-02-12 01:00:00,1,validation,validation,1,0,0
N034_G0031,N034,2026-02-12 15:00:00,2026-02-12 15:00:00,1,validation,validation,1,0,0
N034_G0032,N034,2026-02-12 21:00:00,2026-02-12 23:00:00,3,validation,validation,3,0,0
N034_G0033,N034,2026-02-13 03:00:00,2026-02-13 03:00:00,1,validation,validation,1,0,0
N034_G0034,N034,2026-02-13 06:00:00,2026-02-13 06:00:00,1,validation,validation,1,0,0
N034_G0035,N034,2026-02-13 16:00:00,2026-02-13 16:00:00,1,validation,validation,1,0,0
N034_G0036,N034,2026-02-14 19:00:00,2026-02-14 19:00:00,1,validation,validation,1,0,0
N034_G0037,N034,2026-02-17 00:00:00,2026-02-17 23:00:00,24,test,test,24,0,0
N034_G0038,N034,2026-02-18 08:00:00,2026-02-18 08:00:00,1,test,test,1,0,0
N034_G0039,N034,2026-02-18 15:00:00,2026-02-18 15:00:00,1,test,test,1,0,0
N034_G0040,N034,2026-02-18 21:00:00,2026-02-18 21:00:00,1,test,test,1,0,0
N034_G0041,N034,2026-02-19 23:00:00,2026-02-19 23:00:00,1,test,test,1,0,0
N034_G0042,N034,2026-02-22 08:00:00,2026-02-22 08:00:00,1,test,test,1,0,0
N034_G0043,N034,2026-02-22 15:00:00,2026-02-22 15:00:00,1,test,test,1,0,0
N034_G0044,N034,2026-02-22 21:00:00,2026-02-22 21:00:00,1,test,test,1,0,0
N034_G0045,N034,2026-02-24 06:00:00,2026-02-24 06:00:00,1,test,test,1,0,0
N035_G0001,N035,2025-12-09 01:00:00,2025-12-09 09:00:00,9,train,train,9,0,0
N035_G0002,N035,2025-12-10 02:00:00,2025-12-10 06:00:00,5,train,train,5,0,0
N035_G0003,N035,2025-12-11 08:00:00,2025-12-11 09:00:00,2,train,train,2,0,0
N035_G0004,N035,2025-12-18 03:00:00,2025-12-18 03:00:00,1,train,train,1,0,0
N035_G0005,N035,2026-01-05 23:00:00,2026-01-05 23:00:00,1,train,train,1,0,0
N035_G0006,N035,2026-01-12 06:00:00,2026-01-12 06:00:00,1,train,train,1,0,0
N035_G0007,N035,2026-01-13 04:00:00,2026-01-13 04:00:00,1,train,train,1,0,0
N035_G0008,N035,2026-01-15 13:00:00,2026-01-15 13:00:00,1,train,train,1,0,0
N035_G0009,N035,2026-01-17 19:00:00,2026-01-17 19:00:00,1,train,train,1,0,0
N035_G0010,N035,2026-01-20 06:00:00,2026-01-20 06:00:00,1,train,train,1,0,0
N035_G0011,N035,2026-01-20 10:00:00,2026-01-20 10:00:00,1,train,train,1,0,0
N035_G0012,N035,2026-01-21 05:00:00,2026-01-21 05:00:00,1,train,train,1,0,0
N035_G0013,N035,2026-01-21 22:00:00,2026-01-21 22:00:00,1,train,train,1,0,0
N035_G0014,N035,2026-01-25 21:00:00,2026-01-25 21:00:00,1,train,train,1,0,0
N035_G0015,N035,2026-01-30 20:00:00,2026-01-30 20:00:00,1,train,train,1,0,0
N035_G0016,N035,2026-02-06 09:00:00,2026-02-06 09:00:00,1,validation,validation,1,0,0
N035_G0017,N035,2026-02-07 10:00:00,2026-02-07 10:00:00,1,validation,validation,1,0,0
N035_G0018,N035,2026-02-09 23:00:00,2026-02-09 23:00:00,1,validation,validation,1,0,0
N035_G0019,N035,2026-02-10 17:00:00,2026-02-10 17:00:00,1,validation,validation,1,0,0
N035_G0020,N035,2026-02-10 19:00:00,2026-02-10 22:00:00,4,validation,validation,4,0,0
N035_G0021,N035,2026-02-11 19:00:00,2026-02-11 22:00:00,4,validation,validation,4,0,0
N035_G0022,N035,2026-02-12 21:00:00,2026-02-12 23:00:00,3,validation,validation,3,0,0
N035_G0023,N035,2026-02-13 19:00:00,2026-02-13 19:00:00,1,validation,validation,1,0,0
N035_G0024,N035,2026-02-17 00:00:00,2026-02-17 23:00:00,24,test,test,24,0,0
N035_G0025,N035,2026-02-18 21:00:00,2026-02-18 21:00:00,1,test,test,1,0,0
N035_G0026,N035,2026-02-19 06:00:00,2026-02-19 06:00:00,1,test,test,1,0,0
N035_G0027,N035,2026-02-19 10:00:00,2026-02-19 10:00:00,1,test,test,1,0,0
N035_G0028,N035,2026-02-22 21:00:00,2026-02-22 21:00:00,1,test,test,1,0,0
N036_G0001,N036,2025-12-09 01:00:00,2025-12-09 09:00:00,9,train,train,9,0,0
N036_G0002,N036,2025-12-10 02:00:00,2025-12-10 06:00:00,5,train,train,5,0,0
N036_G0003,N036,2025-12-11 08:00:00,2025-12-11 09:00:00,2,train,train,2,0,0
N036_G0004,N036,2025-12-31 22:00:00,2025-12-31 23:00:00,2,train,train,2,0,0
N036_G0005,N036,2026-01-01 20:00:00,2026-01-01 20:00:00,1,train,train,1,0,0
N036_G0006,N036,2026-01-02 12:00:00,2026-01-02 12:00:00,1,train,train,1,0,0
N036_G0007,N036,2026-01-03 19:00:00,2026-01-03 19:00:00,1,train,train,1,0,0
N036_G0008,N036,2026-01-07 22:00:00,2026-01-07 22:00:00,1,train,train,1,0,0
N036_G0009,N036,2026-01-12 06:00:00,2026-01-12 06:00:00,1,train,train,1,0,0
N036_G0010,N036,2026-01-14 23:00:00,2026-01-14 23:00:00,1,train,train,1,0,0
N036_G0011,N036,2026-01-16 13:00:00,2026-01-16 13:00:00,1,train,train,1,0,0
N036_G0012,N036,2026-01-16 15:00:00,2026-01-16 15:00:00,1,train,train,1,0,0
N036_G0013,N036,2026-01-18 10:00:00,2026-01-18 10:00:00,1,train,train,1,0,0
N036_G0014,N036,2026-01-20 03:00:00,2026-01-20 03:00:00,1,train,train,1,0,0
N036_G0015,N036,2026-01-20 12:00:00,2026-01-20 12:00:00,1,train,train,1,0,0
N036_G0016,N036,2026-01-22 02:00:00,2026-01-22 02:00:00,1,train,train,1,0,0
N036_G0017,N036,2026-01-22 10:00:00,2026-01-22 10:00:00,1,train,train,1,0,0
N036_G0018,N036,2026-01-28 18:00:00,2026-01-28 18:00:00,1,train,train,1,0,0
N036_G0019,N036,2026-01-30 22:00:00,2026-01-30 22:00:00,1,train,train,1,0,0
N036_G0020,N036,2026-02-06 19:00:00,2026-02-06 19:00:00,1,validation,validation,1,0,0
N036_G0021,N036,2026-02-10 09:00:00,2026-02-10 09:00:00,1,validation,validation,1,0,0
N036_G0022,N036,2026-02-10 19:00:00,2026-02-10 22:00:00,4,validation,validation,4,0,0
N036_G0023,N036,2026-02-11 19:00:00,2026-02-11 23:00:00,5,validation,validation,5,0,0
N036_G0024,N036,2026-02-12 21:00:00,2026-02-12 23:00:00,3,validation,validation,3,0,0
N036_G0025,N036,2026-02-14 22:00:00,2026-02-14 22:00:00,1,validation,validation,1,0,0
N036_G0026,N036,2026-02-16 19:00:00,2026-02-16 19:00:00,1,test,test,1,0,0
N036_G0027,N036,2026-02-17 00:00:00,2026-02-17 23:00:00,24,test,test,24,0,0
N036_G0028,N036,2026-02-19 03:00:00,2026-02-19 03:00:00,1,test,test,1,0,0
N036_G0029,N036,2026-02-19 12:00:00,2026-02-19 12:00:00,1,test,test,1,0,0
N037_G0001,N037,2025-12-09 00:00:00,2025-12-09 09:00:00,10,train,train,10,0,0
N037_G0002,N037,2025-12-10 02:00:00,2025-12-10 06:00:00,5,train,train,5,0,0
N037_G0003,N037,2025-12-11 08:00:00,2025-12-11 09:00:00,2,train,train,2,0,0
N037_G0004,N037,2026-01-01 13:00:00,2026-01-01 13:00:00,1,train,train,1,0,0
N037_G0005,N037,2026-01-02 18:00:00,2026-01-02 18:00:00,1,train,train,1,0,0
N037_G0006,N037,2026-01-02 21:00:00,2026-01-02 21:00:00,1,train,train,1,0,0
N037_G0007,N037,2026-01-11 15:00:00,2026-01-11 15:00:00,1,train,train,1,0,0
N037_G0008,N037,2026-01-14 09:00:00,2026-01-14 09:00:00,1,train,train,1,0,0
N037_G0009,N037,2026-01-16 20:00:00,2026-01-16 20:00:00,1,train,train,1,0,0
N037_G0010,N037,2026-01-18 18:00:00,2026-01-18 18:00:00,1,train,train,1,0,0
N037_G0011,N037,2026-01-19 22:00:00,2026-01-19 22:00:00,1,train,train,1,0,0
N037_G0012,N037,2026-01-20 17:00:00,2026-01-20 17:00:00,1,train,train,1,0,0
N037_G0013,N037,2026-01-21 13:00:00,2026-01-21 13:00:00,1,train,train,1,0,0
N037_G0014,N037,2026-01-23 16:00:00,2026-01-23 16:00:00,1,train,train,1,0,0
N037_G0015,N037,2026-01-24 02:00:00,2026-01-24 02:00:00,1,train,train,1,0,0
N037_G0016,N037,2026-01-26 19:00:00,2026-01-26 19:00:00,1,train,train,1,0,0
N037_G0017,N037,2026-01-31 07:00:00,2026-01-31 07:00:00,1,train,train,1,0,0
N037_G0018,N037,2026-02-01 16:00:00,2026-02-01 16:00:00,1,train,train,1,0,0
N037_G0019,N037,2026-02-01 19:00:00,2026-02-01 19:00:00,1,train,train,1,0,0
N037_G0020,N037,2026-02-03 08:00:00,2026-02-03 08:00:00,1,train,train,1,0,0
N037_G0021,N037,2026-02-05 09:00:00,2026-02-05 09:00:00,1,validation,validation,1,0,0
N037_G0022,N037,2026-02-10 19:00:00,2026-02-10 22:00:00,4,validation,validation,4,0,0
N037_G0023,N037,2026-02-11 19:00:00,2026-02-11 22:00:00,4,validation,validation,4,0,0
N037_G0024,N037,2026-02-12 21:00:00,2026-02-12 23:00:00,3,validation,validation,3,0,0
N037_G0025,N037,2026-02-17 00:00:00,2026-02-17 23:00:00,24,test,test,24,0,0
N037_G0026,N037,2026-02-19 17:00:00,2026-02-19 17:00:00,1,test,test,1,0,0
N038_G0001,N038,2025-12-09 01:00:00,2025-12-09 09:00:00,9,train,train,9,0,0
N038_G0002,N038,2025-12-10 02:00:00,2025-12-10 06:00:00,5,train,train,5,0,0
N038_G0003,N038,2025-12-11 08:00:00,2025-12-11 09:00:00,2,train,train,2,0,0
N038_G0004,N038,2026-01-02 08:00:00,2026-01-02 08:00:00,1,train,train,1,0,0
N038_G0005,N038,2026-01-03 07:00:00,2026-01-03 07:00:00,1,train,train,1,0,0
N038_G0006,N038,2026-01-14 00:00:00,2026-01-14 00:00:00,1,train,train,1,0,0
N038_G0007,N038,2026-01-16 23:00:00,2026-01-16 23:00:00,1,train,train,1,0,0
N038_G0008,N038,2026-01-17 10:00:00,2026-01-17 10:00:00,1,train,train,1,0,0
N038_G0009,N038,2026-01-18 20:00:00,2026-01-18 20:00:00,1,train,train,1,0,0
N038_G0010,N038,2026-01-21 22:00:00,2026-01-21 22:00:00,1,train,train,1,0,0
N038_G0011,N038,2026-01-24 02:00:00,2026-01-24 02:00:00,1,train,train,1,0,0
N038_G0012,N038,2026-01-24 17:00:00,2026-01-24 19:00:00,3,train,train,3,0,0
N038_G0013,N038,2026-01-25 13:00:00,2026-01-25 13:00:00,1,train,train,1,0,0
N038_G0014,N038,2026-01-27 01:00:00,2026-01-27 01:00:00,1,train,train,1,0,0
N038_G0015,N038,2026-01-28 12:00:00,2026-01-28 12:00:00,1,train,train,1,0,0
N038_G0016,N038,2026-02-01 21:00:00,2026-02-01 21:00:00,1,train,train,1,0,0
N038_G0017,N038,2026-02-04 16:00:00,2026-02-04 16:00:00,1,validation,validation,1,0,0
N038_G0018,N038,2026-02-05 20:00:00,2026-02-05 20:00:00,1,validation,validation,1,0,0
N038_G0019,N038,2026-02-07 00:00:00,2026-02-07 00:00:00,1,validation,validation,1,0,0
N038_G0020,N038,2026-02-09 19:00:00,2026-02-09 19:00:00,1,validation,validation,1,0,0
N038_G0021,N038,2026-02-10 19:00:00,2026-02-10 22:00:00,4,validation,validation,4,0,0
N038_G0022,N038,2026-02-11 16:00:00,2026-02-11 16:00:00,1,validation,validation,1,0,0
N038_G0023,N038,2026-02-11 19:00:00,2026-02-11 23:00:00,5,validation,validation,5,0,0
N038_G0024,N038,2026-02-12 21:00:00,2026-02-12 23:00:00,3,validation,validation,3,0,0
N038_G0025,N038,2026-02-13 10:00:00,2026-02-13 10:00:00,1,validation,validation,1,0,0
N038_G0026,N038,2026-02-17 00:00:00,2026-02-17 23:00:00,24,test,test,24,0,0
N038_G0027,N038,2026-02-18 13:00:00,2026-02-18 13:00:00,1,test,test,1,0,0
N038_G0028,N038,2026-02-20 01:00:00,2026-02-20 01:00:00,1,test,test,1,0,0
N038_G0029,N038,2026-02-22 13:00:00,2026-02-22 13:00:00,1,test,test,1,0,0
N039_G0001,N039,2025-12-09 01:00:00,2025-12-09 09:00:00,9,train,train,9,0,0
N039_G0002,N039,2025-12-10 02:00:00,2025-12-10 06:00:00,5,train,train,5,0,0
N039_G0003,N039,2025-12-11 08:00:00,2025-12-11 09:00:00,2,train,train,2,0,0
N039_G0004,N039,2026-01-01 20:00:00,2026-01-01 21:00:00,2,train,train,2,0,0
N039_G0005,N039,2026-01-02 11:00:00,2026-01-02 11:00:00,1,train,train,1,0,0
N039_G0006,N039,2026-01-02 16:00:00,2026-01-02 16:00:00,1,train,train,1,0,0
N039_G0007,N039,2026-01-08 15:00:00,2026-01-08 15:00:00,1,train,train,1,0,0
N039_G0008,N039,2026-01-14 17:00:00,2026-01-14 17:00:00,1,train,train,1,0,0
N039_G0009,N039,2026-01-18 11:00:00,2026-01-18 11:00:00,1,train,train,1,0,0
N039_G0010,N039,2026-01-19 10:00:00,2026-01-19 10:00:00,1,train,train,1,0,0
N039_G0011,N039,2026-01-21 01:00:00,2026-01-21 01:00:00,1,train,train,1,0,0
N039_G0012,N039,2026-01-21 05:00:00,2026-01-21 05:00:00,1,train,train,1,0,0
N039_G0013,N039,2026-01-21 20:00:00,2026-01-21 20:00:00,1,train,train,1,0,0
N039_G0014,N039,2026-01-21 22:00:00,2026-01-21 23:00:00,2,train,train,2,0,0
N039_G0015,N039,2026-01-25 16:00:00,2026-01-25 16:00:00,1,train,train,1,0,0
N039_G0016,N039,2026-01-26 07:00:00,2026-01-26 07:00:00,1,train,train,1,0,0
N039_G0017,N039,2026-01-27 00:00:00,2026-01-27 00:00:00,1,train,train,1,0,0
N039_G0018,N039,2026-01-28 02:00:00,2026-01-28 02:00:00,1,train,train,1,0,0
N039_G0019,N039,2026-01-28 06:00:00,2026-01-28 06:00:00,1,train,train,1,0,0
N039_G0020,N039,2026-01-29 20:00:00,2026-01-29 20:00:00,1,train,train,1,0,0
N039_G0021,N039,2026-02-02 10:00:00,2026-02-02 10:00:00,1,train,train,1,0,0
